,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,hy,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,hy_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,sd,sd_dupl,km,km_dupl,lo,ug,lo_dupl,ug_dupl,bo,bo_dupl
265,62.0,235,25,34,82,3.0,186,12,211,8005,0.0,265,93770,6910,137,44,205,261,17144,33,272,91,7,1.0,281,24,17945,72,760,25,28,59,38,111,5.0,6,1.0,2.0,600,67,1.0,4.0,586,2.0,458,240,1630,2.0,54,53,258,47,25,153,62,4457,2121,9617,114,54,264,84372,168222,120334,2022-07-28,51.0,94,2,1,19,1.0,100,2,144,5274,0.0,151,70533,4973,41,1,146,103,14743,1,159,19,3,0.0,41,0,13658,7,375,5,0,17,4,59,0.0,1,1.0,1.0,294,13,0.0,0.0,340,0.0,101,124,901,1.0,18,21,157,8,0,91,25,2787,1027,3503,67,6,120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,11.0,625,57,66,118,1.0,177,23,105,5062,0.0,331,41144,4173,138,55,95,246,4707,50,563,99,38,2.0,497,26,4368,55,671,37,42,72,50,41,16.0,30,1.0,7.0,596,57,14.0,7.0,521,8.0,782,146,2086,1.0,38,31,150,127,33,159,99,1358,4276,9357,214,179,303,37893,84344,1466,2022-10-11,0.0,12,0,0,0,0.0,0,2,0,12,0.0,0,1169,10,0,0,0,0,11,0,1,0,0,0.0,1,0,5,0,8,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,0,3,12,204,0,0,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,126.0,406,45,297,145,0.0,405,24,146,12169,0.0,753,182985,8256,287,70,201,251,9056,89,924,85,23,1.0,572,15,9470,59,2498,22,30,141,36,65,88.0,83,3.0,50.0,943,118,9.0,29.0,998,5.0,738,261,2289,58.0,130,41,4415,208,80,309,132,775,3731,9462,3995,73,504,98323,259180,173750,2022-06-10,102.0,118,8,1,38,0.0,139,10,54,7651,0.0,280,129605,4965,158,8,129,80,6384,3,259,8,4,0.0,58,1,6257,5,633,5,2,64,0,37,0.0,14,1.0,1.0,597,66,0.0,2.0,625,0.0,168,60,1299,0.0,77,6,4262,19,2,201,24,306,2744,2238,3698,12,262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,3.0,146,37,31,75,0.0,94,17,75,2515,0.0,131,24832,1665,95,46,71,132,2213,29,235,65,13,1.0,263,31,1169,50,380,26,29,32,33,38,6.0,8,1.0,1.0,241,48,5.0,10.0,226,2.0,337,234,1495,0.0,36,62,106,41,27,114,51,478,3135,4541,50,116,205,18384,46149,370,2022-11-01,0.0,3,0,0,0,0.0,0,0,0,7,0.0,0,181,7,0,0,3,1,20,0,0,0,0,0.0,2,0,5,0,4,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,2,2,0,0.0,0,0,0,0,0,0,0,4,2,111,0,0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,4.0,434,53,50,89,1.0,113,13,86,3638,0.0,346,27349,2692,110,70,1822,140,2739,32,330,82,8,0.0,373,26,6564,60,639,28,33,218,39,33,11.0,8,8.0,7.0,371,46,2.0,3.0,295,1.0,405,123,1864,1.0,45,39,109,46,38,515,84,588,4074,5626,107,114,235,27564,62979,556,2022-10-19,0.0,2,0,0,0,0.0,1,0,0,14,0.0,0,312,14,0,0,7,0,5,0,0,0,0,0.0,0,0,12,0,6,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,2,175,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,11.0,406,34,402,138,0.0,328,10,98,8465,0.0,865,131380,5962,231,42,130,259,21577,81,694,125,19,1.0,722,23,11866,65,2660,22,41,78,40,104,106.0,59,0.0,24.0,1044,77,13.0,4.0,746,5.0,887,257,1979,63.0,96,78,233,154,56,265,113,1151,1395,8202,763,125,411,94386,205185,137519,2022-06-18,5.0,172,3,1,45,0.0,54,2,15,4994,0.0,462,92015,3310,111,3,74,117,18469,2,159,42,9,0.0,167,2,8470,14,655,0,4,39,1,63,0.0,5,0.0,0.0,600,2,2.0,0.0,433,0.0,480,63,1337,2.0,68,36,129,17,0,175,22,661,960,2358,509,17,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,5.0,293,67,72,114,0.0,115,9,140,6034,0.0,311,47254,4784,153,57,151,210,4859,52,650,91,47,3.0,728,31,4664,50,1192,25,53,123,55,49,24.0,23,8.0,6.0,1020,54,15.0,5.0,1220,6.0,656,195,1504,2.0,36,25,131,108,34,359,146,1372,3597,8042,195,122,426,45233,91774,1352,2022-11-16,0.0,3,0,0,19,0.0,0,0,18,11,0.0,0,872,47,6,0,0,0,21,0,1,9,8,0.0,22,0,4,0,9,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,1,0.0,9,24,2,0.0,0,0,0,0,0,0,9,5,1,242,0,0,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,7.0,550,38,298,96,5.0,278,31,162,8710,0.0,638,106125,4061,196,66,83,250,8207,127,541,133,13,1.0,703,15,6267,73,1499,14,46,33,38,48,82.0,33,6.0,35.0,3054,105,7.0,5.0,794,11.0,408,335,2106,60.0,58,31,201,135,59,273,115,862,2266,7829,190,31,200,78326,158643,106413,2022-07-17,4.0,221,5,0,28,0.0,190,12,78,5514,0.0,383,76471,2062,102,5,35,131,6588,2,116,45,1,0.0,69,0,4138,13,295,1,3,2,2,22,0.0,1,3.0,0.0,2288,13,0.0,0.0,500,1.0,86,180,1399,2.0,19,0,135,2,0,182,34,469,1638,2749,115,1,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,5.0,2406,44,76,137,11.0,114,97,194,2705,0.0,251,47030,8045,163,78,1167,155,3419,40,314,163,25,0.0,1028,35,1953,62,2100,43,35,89,45,51,32.0,20,0.0,8.0,538,76,0.0,7.0,595,2.0,2024,140,1407,0.0,42,40,124,47,29,299,232,1161,3364,6825,133,69,220,50595,89515,903,2022-11-21,0.0,43,0,0,0,0.0,0,0,0,0,0.0,0,566,13,0,0,8,1,7,0,2,2,0,0.0,10,0,5,0,6,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,5,0,0,0.0,0,0,0,0,0,0,0,4,2,219,0,0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,16.0,547,43,388,115,2.0,259,38,180,9873,0.0,550,111105,4747,193,54,239,410,7129,84,1013,92,23,2.0,727,28,13080,54,2552,28,46,94,44,60,115.0,52,6.0,42.0,826,141,7.0,19.0,666,10.0,531,240,2468,77.0,34,33,187,240,77,192,103,1327,2227,6760,2348,78,326,79460,172951,108754,2022-07-20,8.0,208,4,0,27,0.0,167,17,77,5741,0.0,301,75331,2459,99,9,154,226,5151,2,394,8,5,0.0,75,1,8959,5,547,5,1,46,1,20,0.0,1,4.0,4.0,537,30,1.0,3.0,404,1.0,108,65,1578,0.0,8,2,87,11,2,108,24,585,1445,1772,1825,15,84,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,4.0,266,62,29,94,0.0,134,16,109,2547,0.0,176,35542,2876,113,54,92,113,2432,48,221,87,10,0.0,269,30,1881,63,406,22,29,35,30,36,5.0,5,0.0,5.0,320,53,1.0,5.0,376,5.0,411,102,1567,1.0,30,38,103,35,29,97,84,2944,3176,5974,53,156,222,30528,63623,1682,2022-11-09,0.0,3,0,0,4,0.0,0,0,11,1,0.0,0,1253,27,2,0,0,0,25,0,1,1,0,0.0,3,0,7,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,5,0.0,27,6,0,0.0,0,0,0,0,0,0,23,28,3,240,0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,13.0,439,48,340,118,2.0,420,19,238,12807,0.0,466,111884,5455,210,48,78,523,7923,72,2296,130,22,1.0,784,29,6715,106,2482,34,55,132,42,48,101.0,127,9.0,38.0,446,137,12.0,20.0,1042,2.0,578,242,3109,58.0,184,32,179,297,80,5161,105,1310,1613,7295,245,76,407,84474,176888,110552,2022-07-08,5.0,76,6,4,21,0.0,66,5,148,8045,0.0,106,73435,2652,101,1,30,335,5807,11,1246,29,9,0.0,126,1,4395,11,1019,9,7,63,7,16,1.0,58,5.0,4.0,160,14,1.0,2.0,679,0.0,180,54,2364,4.0,140,0,80,45,4,5031,10,824,1068,1688,145,9,189,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
277,3.0,206,62,31,94,0.0,120,15,73,4028,0.0,204,26576,2446,101,47,76,184,2885,26,186,63,9,1.0,258,25,2880,54,488,34,21,35,34,24,2.0,3,0.0,0.0,388,48,0.0,4.0,315,4.0,293,148,1923,1.0,33,28,91,37,27,112,54,474,3498,6133,36,159,277,23517,55377,587,2022-10-06,0.0,0,0,0,0,0.0,0,1,0,5,0.0,0,378,21,1,0,0,0,5,0,0,0,0,0.0,2,0,5,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,3,3,138,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,44.0,511,74,300,225,3.0,232,47,307,10633,0.0,744,176365,7030,163,91,533,389,10263,75,743,116,47,1.0,529,26,8780,63,3206,26,42,95,41,54,115.0,69,4.0,41.0,700,121,13.0,21.0,831,5.0,704,206,2210,69.0,100,37,3279,199,80,521,116,906,1650,10535,283,116,712,90279,245441,162654,2022-06-07,31.0,270,51,1,109,2.0,95,22,188,6613,0.0,316,124268,3819,19,52,454,195,7211,6,163,30,22,0.0,48,0,5316,9,1360,0,0,40,10,19,0.0,0,1.0,0.0,450,62,2.0,0.0,496,0.0,147,51,1312,1.0,64,3,3010,10,1,406,12,392,1106,3829,94,20,446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2.0,186,47,52,38,0.0,104,14,56,2373,0.0,230,21251,1850,80,55,49,122,1865,24,179,70,11,1.0,209,30,1373,61,451,25,20,29,37,36,3.0,8,2.0,2.0,271,48,0.0,4.0,256,2.0,220,126,1566,0.0,38,35,97,34,34,163,37,526,3355,5035,40,116,152,18290,43101,339,2022-10-31,0.0,0,0,0,0,0.0,0,0,0,4,0.0,0,141,5,1,0,0,0,10,0,0,0,0,0.0,2,0,7,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,0,9,142,0,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,14.0,461,66,233,200,11.0,266,70,208,13911,0.0,2173,124434,11043,182,65,157,695,12347,72,1758,92,21,1.0,1118,28,15355,67,3148,48,37,221,44,95,88.0,55,2.0,31.0,645,213,6.0,16.0,1911,8.0,688,198,2483,56.0,52,42,392,197,67,571,97,12664,1587,8309,266,89,419,106501,219794,144144,2022-06-30,7.0,172,27,12,73,1.0,35,48,94,8745,0.0,1390,83258,7226,88,2,81,333,9422,1,1238,4,8,0.0,237,0,11511,11,1380,14,6,149,10,47,2.0,3,0.0,1.0,299,24,1.0,3.0,1408,0.0,170,35,1547,1.0,17,9,199,33,2,408,14,10486,1026,2497,125,14,189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
281,53.0,1119,38,75,243,6.0,240,46,146,27051,0.0,865,244670,9172,260,70,247,695,12917,67,874,129,27,1.0,616,22,19510,62,2240,39,50,56,55,123,9.0,21,3.0,9.0,1445,86,15.0,12.0,2086,1.0,875,384,3061,1.0,38,237,772,132,51,767,246,1545,3666,13565,131,101,842,141484,351887,265861,2022-05-01,24.0,796,1,5,101,2.0,97,22,52,19877,0.0,627,198135,5916,94,1,157,355,10055,14,470,29,6,0.0,262,0,12417,10,1153,3,2,5,10,53,0.0,2,1.0,2.0,888,16,7.0,1.0,1253,0.0,321,242,2035,0.0,12,205,569,44,3,605,167,953,2983,4436,50,5,310,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,61.0,1353,28,111,420,2.0,530,32,538,20608,0.0,1014,345589,14872,501,35,75,1036,19763,90,1905,51,19,2.0,870,16,19739,124,3121,17,137,158,29,281,29.0,57,10.0,9.0,1310,66,33.0,15.0,4040,3.0,1169,728,5439,9.0,102,41,254,350,65,2906,87,1831,9069,19008,125,100,531,222533,480519,353752,2022-03-21,45.0,661,0,4,245,0.0,236,15,343,13034,0.0,697,267766,10726,296,2,27,621,14358,18,1003,5,2,0.0,310,2,14062,45,1567,3,14,61,2,208,4.0,16,6.0,1.0,637,12,6.0,1.0,2703,0.0,387,535,3826,3.0,50,19,82,166,20,2579,20,746,7871,7334,55,25,270,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
283,4.0,128,27,41,56,0.0,94,11,55,2030,0.0,160,19178,1382,88,42,76,139,1629,26,139,55,5,1.0,154,28,1334,72,443,20,24,25,24,32,5.0,4,4.0,4.0,239,61,4.0,1.0,242,1.0,180,155,1478,2.0,17,21,75,57,25,78,45,291,3267,4216,49,110,642,16720,38795,304,2022-08-09,0.0,0,0,0,0,0.0,0,0,0,1,0.0,0,111,1,0,0,0,0,5,0,2,0,0,0.0,0,0,3,0,3,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,167,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,15.0,1689,18,134,312,4.0,830,273,385,19599,0.0,761,288284,14711,547,44,256,1181,17995,99,2034,175,46,2.0,1836,19,16660,79,3713,32,82,92,113,167,40.0,62,3.0,11.0,1088,133,24.0,8.0,5060,10.0,1259,506,2496,4.0,382,43,344,562,84,7330,20177,3856,3171,20980,270,31,774,225706,440897,269272,2022-03-16,8.0,693,3,12,103,0.0,499,13,154,12092,0.0,412,193132,9823,258,0,80,575,11998,33,1068,33,4,0.0,384,0,10868,23,2086,23,44,33,64,91,1.0,8,0.0,2.0,408,26,7.0,0.0,3382,1.0,355,291,1365,0.0,308,13,145,318,21,6959,265,2221,2226,5726,108,2,505,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,6.0,338,39,20,174,1.0,84,27,149,3751,0.0,238,27217,4216,102,48,84,148,4381,39,132,124,13,0.0,673,32,5172,61,560,29,30,38,42,29,6.0,11,2.0,5.0,428,43,2.0,2.0,312,3.0,585,134,1601,1.0,38,34,105,47,31,109,80,873,3163,5597,53,132,225,27097,61619,526,2022-09-06,0.0,7,0,0,0,0.0,0,0,0,5,0.0,0,181,9,0,0,0,0,15,0,0,0,0,0.0,0,0,13,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,42,0,245,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,75.0,1066,44,65,234,26.0,437,31,307,20569,2.0,547,273106,10789,231,53,399,1046,11212,48,1678,93,20,6.0,747,20,17084,72,3065,50,22,172,52,65,17.0,22,10.0,5.0,1536,88,18.0,5.0,2738,14.0,906,195,3975,1.0,111,36,416,117,29,739,338,1550,5385,13276,165,85,940,158371,376150,279277,2022-04-11,54.0,501,8,3,88,2.0,257,6,152,13698,0.0,261,214205,8283,121,6,247,510,7847,12,829,24,3,0.0,379,0,12223,13,1861,16,0,73,4,23,0.0,3,3.0,1.0,843,29,7.0,1.0,1877,5.0,372,46,2707,0.0,50,9,180,33,3,523,269,723,4245,4912,64,18,645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,4.0,176,45,28,51,4.0,122,11,83,3716,0.0,278,20242,1743,100,52,99,161,2732,36,216,65,5,1.0,223,24,4116,67,486,21,32,35,45,57,2.0,16,1.0,2.0,417,73,4.0,7.0,382,1.0,295,93,1565,0.0,37,30,107,64,33,93,49,552,3089,5397,53,126,143,20360,47708,368,2022-08-21,0.0,5,0,0,0,0.0,0,0,0,2,0.0,0,113,6,1,1,0,1,17,0,2,0,0,0.0,0,0,65,0,26,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,6,0.0,2,0,1,0.0,0,0,0,0,0,0,0,1,2,116,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2.0,81,51,30,103,0.0,87,11,60,1640,0.0,64,21984,1132,99,45,54,107,1327,49,202,63,11,0.0,328,9,983,49,366,25,21,36,25,37,2.0,4,2.0,1.0,155,29,2.0,10.0,230,3.0,171,116,1212,1.0,23,30,72,57,32,86,56,325,3081,4606,65,70,125,14611,39649,419,2022-12-10,0.0,4,0,0,0,0.0,0,0,0,2,0.0,0,183,3,1,0,0,1,3,0,1,0,0,0.0,0,0,0,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3,1,186,0,0,25,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,25.0,555,38,321,256,3.0,228,44,165,18245,0.0,830,144530,5223,201,52,94,362,8696,199,816,72,22,2.0,529,20,7440,71,3071,43,57,101,26,102,102.0,57,1.0,82.0,1058,57,8.0,13.0,1418,12.0,600,413,2459,66.0,32,64,204,170,85,5219,126,928,2649,10586,219,103,739,96381,219914,150239,2022-05-29,20.0,224,7,1,145,1.0,134,19,44,13008,0.0,343,105035,2906,92,1,20,153,6169,6,139,5,7,0.0,53,1,4299,1,917,13,3,52,1,70,4.0,19,0.0,0.0,599,4,1.0,0.0,934,0.0,155,235,1704,0.0,3,25,78,42,2,5126,31,505,2014,4239,60,13,555,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
290,31.0,1838,30,229,472,8.0,498,30,397,19337,0.0,696,317359,14379,261,50,4810,1213,25636,169,4292,71,18,3.0,756,10,21703,123,4614,15,210,110,32,302,86.0,174,25.0,13.0,1532,157,84.0,40.0,4804,11.0,1576,350,3979,9.0,151,18,378,1677,126,31938,398,3770,3662,17658,415,43,1079,275899,493857,332506,2022-03-09,17.0,722,7,28,188,0.0,256,3,200,11082,0.0,333,216198,9365,127,18,3753,568,18553,49,2468,13,1,0.0,250,0,14503,45,2455,4,54,40,8,235,9.0,39,21.0,0.0,699,72,25.0,6.0,3227,3.0,523,116,2541,0.0,97,1,119,1113,33,31499,307,2007,2698,4923,198,10,677,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
291,5.0,142,30,33,82,1.0,76,13,72,3795,0.0,171,23829,2241,87,57,56,224,2202,23,176,66,6,3.0,262,41,1757,47,530,27,41,45,39,27,6.0,9,12.0,2.0,325,55,2.0,2.0,314,0.0,227,124,1466,7.0,45,24,105,54,26,119,43,392,3032,5735,57,134,809,20385,49332,1000,2022-09-19,0.0,2,0,0,0,0.0,0,0,0,6,0.0,0,675,8,0,0,0,0,2,0,0,0,0,0.0,0,0,7,0,9,0,0,1,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,1,0,1,0.0,0,0,0,0,0,0,0,1,0,274,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,32.0,1238,56,76,268,12.0,318,51,253,26855,1.0,849,235054,9975,273,69,561,829,12660,47,1119,107,34,0.0,707,30,18492,70,2589,33,56,634,59,231,8.0,34,9.0,0.0,1465,128,7.0,12.0,2059,12.0,961,695,2945,8.0,99,55,455,113,46,1059,185,1518,4053,12683,295,105,708,141831,343356,241624,2022-04-26,14.0,762,6,5,100,1.0,143,16,104,18171,0.0,580,177784,5529,141,2,433,355,9037,11,564,18,6,0.0,194,1,11657,11,1465,10,2,123,7,146,0.0,2,4.0,0.0,864,34,1.0,0.0,1076,2.0,239,461,1769,2.0,46,14,261,16,1,877,42,914,3238,3960,88,10,304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,3.0,240,50,68,123,0.0,117,25,80,2438,0.0,129,27269,1706,128,58,51,88,1858,77,604,66,24,0.0,828,19,1604,39,458,32,53,40,27,30,17.0,21,1.0,3.0,234,57,24.0,28.0,197,4.0,401,127,1061,5.0,20,27,65,89,67,313,169,507,2437,5916,220,84,162,21889,50592,806,2022-12-27,0.0,11,0,0,1,0.0,0,0,0,11,0.0,1,449,1,1,0,0,1,2,1,3,0,0,0.0,1,0,8,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,4,0,0,2,302,0,0,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,7.0,155,37,58,44,3.0,64,9,74,2771,0.0,155,22004,2042,109,50,62,143,1996,30,127,71,9,2.0,224,30,1321,64,474,36,19,33,33,44,3.0,3,8.0,3.0,244,84,1.0,1.0,264,4.0,250,150,1704,1.0,31,31,82,62,30,107,49,439,3405,5135,47,138,189,18239,44767,393,2022-08-16,0.0,0,0,0,0,0.0,0,0,0,12,0.0,0,214,4,3,0,0,0,3,0,1,0,0,0.0,0,0,6,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,6,0,0,0.0,0,0,0,0,0,0,0,0,1,129,0,0,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2.0,105,62,47,108,0.0,87,53,90,1922,0.0,116,25614,1603,150,52,53,165,2190,55,265,85,13,0.0,291,30,1449,37,633,33,35,44,30,41,8.0,8,2.0,7.0,211,33,4.0,19.0,214,1.0,245,122,1349,1.0,36,41,88,55,39,117,75,288,3271,7398,65,105,89,21335,49354,2512,2022-12-14,0.0,0,0,0,1,0.0,0,0,0,4,0.0,0,131,7,0,0,0,1,4,0,0,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,8,2342,0,0,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,7.0,334,43,53,115,0.0,96,24,68,3308,0.0,223,28265,3257,123,62,60,109,3436,56,205,75,11,1.0,364,28,2908,71,483,22,25,31,30,77,6.0,13,2.0,4.0,398,47,6.0,5.0,367,1.0,468,127,1363,1.0,26,31,99,68,31,85,68,705,2976,7288,62,122,166,27822,58508,603,2022-08-25,0.0,9,0,0,0,0.0,0,0,0,7,0.0,0,170,9,0,0,0,1,76,0,0,0,0,0.0,1,0,1,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,9,1,0,0.0,0,0,0,0,0,0,2,5,0,298,0,0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,14.0,1630,36,74,258,3.0,658,51,193,24635,0.0,874,243157,13605,304,64,430,874,17258,94,1306,97,19,2.0,579,21,18309,49,2380,38,54,115,33,204,3.0,25,18.0,2.0,1472,132,12.0,4.0,2579,5.0,828,207,3398,2.0,122,63,625,200,44,988,254,1590,3206,13988,104,85,675,164474,358050,260436,2022-04-15,4.0,1101,7,7,129,0.0,448,29,65,17204,0.0,444,185153,10465,134,11,270,444,13533,21,735,22,6,0.0,181,1,12853,8,1294,9,2,46,2,163,0.0,4,9.0,0.0,793,42,3.0,1.0,1787,0.0,286,97,2282,0.0,72,26,423,88,2,735,187,772,2458,5146,40,5,387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
298,7.0,128,41,50,71,0.0,73,25,90,2517,0.0,179,36425,1739,97,44,52,124,1810,34,155,67,11,0.0,235,28,1482,65,492,31,25,49,35,26,4.0,11,1.0,1.0,444,92,3.0,1.0,233,2.0,304,92,1582,1.0,32,34,104,51,25,85,59,345,3357,6084,40,93,458,25166,59745,826,2022-08-12,0.0,8,0,0,2,0.0,0,0,0,2,0.0,0,557,5,2,0,0,0,3,0,1,0,0,0.0,1,0,2,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,1,1,5,0.0,0,0,0,0,0,0,2,1,0,217,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,4.0,184,36,66,186,2.0,80,42,81,2209,1.0,128,34127,1794,152,55,76,146,1800,60,411,65,18,1.0,715,19,1453,62,580,27,39,46,46,42,26.0,11,1.0,7.0,480,46,11.0,18.0,216,3.0,473,129,1101,3.0,46,27,83,86,33,393,183,406,2649,6304,129,77,115,28135,57814,439,2022-12-23,0.0,1,0,0,0,0.0,0,0,0,2,0.0,0,124,4,0,0,3,0,2,0,8,0,0,0.0,0,0,4,0,11,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,2,0.0,0,1,26,0.0,0,0,0,0,0,1,0,0,1,248,0,0,0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
300,102.0,862,53,64,261,6.0,374,26,884,24513,0.0,853,240164,8462,170,77,289,932,10198,89,700,80,13,0.0,407,18,23502,63,2440,59,39,76,69,154,10.0,18,7.0,4.0,1123,124,6.0,13.0,2174,4.0,702,164,3268,0.0,92,46,503,99,35,783,79,1565,4271,11984,82,103,521,127696,343781,256925,2022-04-22,56.0,519,2,3,135,1.0,208,6,770,16449,0.0,557,190826,6063,58,20,165,409,7025,21,350,11,0,0.0,131,0,17226,33,1443,22,2,19,19,100,0.0,3,3.0,1.0,660,41,0.0,3.0,1445,0.0,199,33,2128,0.0,46,15,319,14,1,526,12,831,3426,4270,24,19,256,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
