,ar,bg,bn,ca,ckb,cs,cy,da,de,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,am,am_dupl,hy,sd,hy_dupl,sd_dupl,km,km_dupl,dv,dv_dupl,lo,lo_dupl,ug,ug_dupl
35,9,9,4,9,0.0,31,0.0,4,66,26,1734,1435,11,7,3,6,484,3,7,9,2.0,31,2.0,480,4,31,4.0,3,3,5,4,0.0,0.0,0.0,0.0,16,2,0.0,0.0,28,0.0,44,45,386,0.0,3,4.0,9,2,0.0,39,5,21,1547,293,6,10,6,3615,6892,3236,2023-05-27,0,0,0,3,0.0,9,0.0,0,13,10,1020,1254,0,0,0,1,436,0,3,0,2.0,7,0.0,369,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,9,0.0,7,31,8,0.0,0,0.0,1,0,0.0,2,0,1,0,44,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,150,42,51,163,0.0,87,12.0,89,3278,122,31737,2323,116,48,58,151,3330,37,232,88,14.0,332,29.0,14801,55,316,27.0,23,60,55,45,9.0,16.0,1.0,4.0,490,57,0.0,5.0,389,2.0,503,99,1209,1.0,29,37.0,105,60,31.0,93,92,182,2498,5166,87,90,97,32660,69225,774,2023-02-08,3,0,0,2,0.0,7,0.0,0,3,0,547,9,1,0,0,0,14,0,0,0,0.0,0,0.0,23,0,4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,0.0,0.0,0,0.0,0,4,0,0.0,0,0.0,0,0,0.0,0,0,0,0,153,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,42,13,10,40,0.0,51,3.0,11,329,103,8688,6035,29,23,5,21,1702,11,15,11,3.0,116,7.0,2426,16,35,12.0,4,15,10,13,0.0,0.0,0.0,0.0,37,8,0.0,0.0,71,0.0,113,58,609,0.0,12,10.0,21,6,7.0,22,12,41,1466,690,16,99,25,11487,23122,12958,2023-04-28,32,1,0,17,0.0,14,1.0,0,114,44,3633,5325,1,7,0,0,1385,3,1,0,3.0,25,1.0,1871,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8,1,0.0,0.0,36,0.0,50,28,139,0.0,4,0.0,3,1,0.0,7,1,18,16,141,0,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,458,44,52,141,1.0,200,32.0,148,9429,240,112408,10294,407,59,184,659,13691,65,643,132,28.0,751,26.0,6270,48,715,34.0,27,199,53,153,20.0,19.0,8.0,7.0,518,2580,7.0,13.0,690,24.0,546,265,2770,6.0,70,32.0,202,89,32.0,171,99,1494,3274,10036,676,158,144,87618,181603,122533,2023-03-30,254,9,2,30,1.0,73,14.0,63,6703,147,78069,8137,277,3,118,104,11652,3,180,14,15.0,136,0.0,4834,1,345,3.0,0,78,4,119,0.0,2.0,5.0,0.0,261,2519,0.0,1.0,446,8.0,207,121,1822,4.0,19,2.0,72,11,0.0,49,14,807,1017,3346,308,32,27,52.0,45.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,34,9,12,149,0.0,21,7.0,6,1042,116,15789,5510,30,15,12,21,1440,10,16,23,2.0,109,8.0,2342,16,48,3.0,9,14,11,6,0.0,0.0,0.0,1.0,206,9,0.0,0.0,88,0.0,92,155,598,0.0,6,13.0,23,12,7.0,34,11,84,1699,1217,11,109,25,15550,31231,20356,2023-05-10,10,0,1,129,0.0,6,4.0,1,851,55,10132,4880,0,2,1,2,1212,0,4,0,0.0,27,0.0,1728,0,2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,151,0,0.0,0.0,48,0.0,34,113,110,0.0,2,0.0,1,0,0.0,15,1,17,121,655,0,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,92,44,41,72,1.0,69,14.0,91,2512,125,23183,2154,121,56,61,146,2092,33,139,65,15.0,245,19.0,1601,52,254,26.0,18,47,32,29,4.0,4.0,2.0,2.0,249,47,0.0,17.0,348,2.0,235,107,1084,2.0,28,28.0,106,81,38.0,77,59,294,2421,3924,65,140,109,16734,42926,271,2023-01-11,0,0,0,0,0.0,0,0.0,0,7,0,137,8,1,0,0,2,0,0,0,0,0.0,0,0.0,9,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,0,1,26,70,0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,134,41,46,111,1.0,109,18.0,91,5312,164,26730,2301,101,55,64,191,4301,32,188,71,14.0,292,25.0,3347,55,362,24.0,34,40,43,72,4.0,6.0,0.0,4.0,384,53,1.0,4.0,286,19.0,297,115,1205,1.0,27,26.0,149,57,21.0,110,89,380,2603,5007,128,52,121,23838,55526,437,2023-01-26,0,0,0,1,0.0,9,0.0,0,15,0,280,6,0,0,0,1,15,0,0,0,0.0,1,0.0,3,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,2,5,0,0.0,0,0.0,0,0,0.0,0,10,2,1,79,0,0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,158,24,43,109,0.0,97,10.0,51,5179,210,65044,21569,127,40,67,77,5888,21,393,57,11.0,463,21.0,5449,36,333,27.0,34,84,21,34,7.0,4.0,8.0,3.0,368,31,1.0,1.0,187,2.0,425,127,763,0.0,36,21.0,106,49,19.0,55,71,1082,1703,5528,153,153,62,54476,116648,85959,2023-06-09,57,0,6,45,0.0,59,0.0,6,3589,99,49201,19860,53,2,16,12,4716,1,189,12,2.0,134,0.0,4410,3,133,0.0,1,55,1,0,0.0,0.0,3.0,0.0,173,5,0.0,0.0,48,1.0,203,33,142,0.0,11,1.0,30,5,0.0,17,21,480,547,1466,78,22,8,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,97,38,28,109,0.0,50,10.0,90,2474,108,21895,1652,105,56,50,142,1490,39,242,66,8.0,224,21.0,1256,48,296,25.0,33,45,39,38,1.0,2.0,2.0,3.0,159,42,2.0,14.0,234,3.0,215,92,997,0.0,28,41.0,109,49,21.0,36,59,209,2285,3717,84,87,114,15287,39381,1027,2023-01-09,0,0,0,1,0.0,0,0.0,0,5,0,853,22,0,0,0,0,0,0,0,0,0.0,0,0.0,3,0,10,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,132,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,130,55,20,41,1.0,178,11.0,29,4218,142,57586,5331,73,43,54,60,5930,26,89,176,9.0,196,22.0,3743,39,559,24.0,23,37,29,35,2.0,9.0,8.0,3.0,209,82,2.0,0.0,288,1.0,380,126,791,2.0,23,30.0,167,36,26.0,83,41,219,862,4484,308,184,64,43913,87340,66295,2023-06-11,57,24,0,14,0.0,125,8.0,2,3015,59,46605,4605,19,5,3,8,4959,1,31,116,1.0,13,0.0,3010,2,330,0.0,0,5,0,5,0.0,1.0,8.0,0.0,68,50,0.0,0.0,160,0.0,203,64,306,0.0,0,1.0,126,4,2.0,34,22,92,444,1408,247,30,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,335,47,46,134,0.0,104,9.0,90,2781,147,24426,2445,110,51,259,214,2549,28,241,81,14.0,339,32.0,1766,52,451,24.0,19,55,38,31,7.0,1.0,0.0,6.0,273,55,2.0,13.0,423,3.0,1379,106,1270,1.0,44,32.0,125,45,27.0,135,56,486,2540,5866,161,78,99,23197,50154,442,2023-01-16,1,0,0,0,0.0,0,1.0,0,2,0,142,6,0,0,2,1,3,0,0,0,0.0,4,0.0,6,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,264,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,76,36,66,82,0.0,99,4.0,109,6378,118,21515,1324,97,48,57,156,2007,41,236,53,4.0,305,26.0,1420,52,322,28.0,28,37,29,40,2.0,13.0,2.0,3.0,446,42,4.0,2.0,323,5.0,214,111,1193,1.0,25,36.0,172,37,26.0,72,60,1781,2336,4999,138,72,82,19934,46996,440,2023-01-21,4,0,0,0,0.0,9,0.0,0,17,0,148,5,2,0,0,0,1,0,0,0,0.0,1,0.0,6,0,5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,34,0,0.0,0.0,0,0.0,2,1,4,0.0,0,0.0,0,0,0.0,0,0,32,2,167,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,134,30,60,102,0.0,100,12.0,96,4222,162,27441,1994,134,59,47,182,3596,38,225,66,14.0,400,32.0,2083,52,292,30.0,30,50,48,30,2.0,6.0,0.0,4.0,410,47,0.0,9.0,363,2.0,374,138,1288,2.0,30,37.0,113,43,31.0,114,71,459,2860,6089,152,75,117,23301,54599,798,2023-02-10,3,0,0,3,0.0,8,0.0,2,9,0,463,4,1,0,0,1,4,0,0,0,0.0,0,0.0,3,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0,0.0,4,1,2,0.0,0,0.0,0,0,0.0,0,0,0,0,282,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,75,18,20,66,0.0,133,7.0,34,2734,144,31367,7190,49,30,8,38,3314,9,46,38,4.0,184,13.0,6082,32,98,15.0,7,23,15,19,0.0,0.0,0.0,2.0,326,22,0.0,0.0,277,0.0,239,238,1179,0.0,27,21.0,55,11,19.0,61,24,271,3520,2012,14,253,55,24528,60438,38571,2023-05-11,24,2,0,16,0.0,86,3.0,2,2276,70,21048,5857,0,0,1,16,2638,0,8,12,0.0,16,0.0,4517,0,21,0.0,0,0,0,1,0.0,0.0,0.0,0.0,200,0,0.0,0.0,173,0.0,103,168,231,0.0,2,0.0,6,0,0.0,18,0,106,37,809,0,99,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,269,42,52,164,6.0,238,9.0,66,9580,286,74452,7901,125,58,162,239,9080,59,472,62,10.0,365,25.0,6545,53,699,22.0,34,86,42,47,19.0,19.0,9.0,10.0,371,49,10.0,14.0,343,20.0,562,288,1833,1.0,96,33.0,109,107,55.0,125,78,328,3025,6178,132,171,153,58285,125399,78332,2023-03-28,73,2,1,60,4.0,156,0.0,19,6845,156,47469,6188,21,4,112,73,6773,1,189,1,3.0,47,0.0,5248,0,352,0.0,2,10,4,10,0.0,1.0,8.0,3.0,172,5,0.0,0.0,146,5.0,254,174,866,0.0,60,1.0,15,26,1.0,53,5,108,862,1643,33,47,20,2.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,313,46,67,306,0.0,244,44.0,135,14637,425,178131,10772,182,55,66,277,17063,70,648,75,16.0,377,21.0,8279,55,838,21.0,44,101,35,74,17.0,7.0,16.0,3.0,659,51,4.0,13.0,1171,10.0,866,236,2030,3.0,44,27.0,379,98,38.0,495,101,688,3492,9704,229,157,292,97227,254308,192867,2023-02-27,109,9,3,150,0.0,140,18.0,29,10095,274,144247,8060,71,5,17,97,14149,7,337,2,7.0,77,0.0,6549,9,432,0.0,0,31,2,32,0.0,0.0,10.0,0.0,325,13,0.0,0.0,807,4.0,347,126,787,1.0,2,0.0,253,12,7.0,375,10,352,880,3261,127,47,117,50.0,46.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,213,43,54,177,0.0,133,15.0,94,8971,312,75090,7666,187,48,60,265,8286,60,478,85,13.0,394,19.0,4319,49,711,24.0,25,105,46,36,10.0,20.0,5.0,8.0,416,57,4.0,6.0,631,2.0,971,222,1598,3.0,41,30.0,135,94,30.0,158,90,570,2733,5528,261,220,377,59367,122202,79074,2023-04-07,72,11,7,73,0.0,70,4.0,15,6701,167,50427,6026,88,0,7,98,6490,1,186,3,4.0,81,0.0,3165,0,322,0.0,0,9,0,9,0.0,4.0,0.0,2.0,200,20,0.0,0.0,416,0.0,629,93,690,0.0,7,0.0,38,16,1.0,67,19,317,597,1617,124,59,122,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,43,24,10,94,0.0,70,3.0,32,427,119,17643,7434,47,21,15,20,1509,10,25,27,1.0,196,16.0,4061,21,84,14.0,11,24,9,9,1.0,0.0,0.0,1.0,66,15,0.0,0.0,145,0.0,182,103,1016,0.0,14,15.0,35,17,23.0,81,15,125,2785,1189,20,141,60,14675,38068,19300,2023-04-29,11,0,0,47,0.0,26,0.0,5,131,65,7376,6397,0,5,0,0,1071,0,1,1,1.0,39,1.0,3260,0,4,0.0,0,1,0,1,0.0,0.0,0.0,0.0,10,0,0.0,0.0,61,0.0,86,30,223,0.0,0,0.0,3,0,1.0,46,0,43,38,284,2,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,155,35,30,121,0.0,152,4.0,73,4693,232,54687,9734,100,42,57,201,6466,41,209,52,16.0,290,21.0,3880,51,962,14.0,26,95,28,36,7.0,2.0,12.0,5.0,282,41,1.0,4.0,445,1.0,689,203,1442,0.0,53,27.0,123,59,24.0,81,67,292,2111,5906,71,172,183,45650,94806,55111,2023-04-18,45,2,1,34,0.0,46,0.0,9,2968,96,31253,7971,9,6,7,80,5096,2,54,4,4.0,38,0.0,2818,4,751,0.0,0,6,0,11,0.0,0.0,10.0,0.0,124,9,0.0,0.0,263,0.0,272,64,635,0.0,19,1.0,41,8,0.0,19,5,76,447,1637,20,63,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,38,8,6,51,0.0,50,2.0,16,390,120,10318,4339,38,10,7,10,2735,8,36,22,3.0,90,5.0,3220,22,32,6.0,4,17,9,13,0.0,0.0,0.0,0.0,105,7,0.0,0.0,108,0.0,125,58,588,0.0,13,4.0,20,5,5.0,19,12,78,1849,829,16,89,41,12268,25596,14508,2023-05-17,9,1,0,25,0.0,11,0.0,1,181,60,4991,3675,2,2,0,1,2393,0,8,0,0.0,8,0.0,2579,2,8,0.0,0,1,0,0,0.0,0.0,0.0,0.0,47,1,0.0,0.0,55,0.0,53,29,40,0.0,3,0.0,1,0,0.0,1,5,23,3,268,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,37,14,13,63,0.0,32,3.0,16,211,56,8136,5977,21,36,11,21,1093,6,47,36,1.0,106,9.0,2428,10,57,11.0,9,13,10,9,0.0,0.0,0.0,3.0,80,4,0.0,0.0,40,0.0,110,71,465,0.0,9,4.0,22,7,7.0,27,10,61,1799,640,14,59,30,11195,21954,13105,2023-05-24,13,0,1,28,0.0,9,0.0,7,72,25,4415,5272,1,27,0,6,898,0,25,8,0.0,23,0.0,1895,0,4,0.0,0,0,0,0,0.0,0.0,0.0,1.0,32,1,0.0,0.0,14,0.0,45,29,46,0.0,1,0.0,4,0,0.0,5,1,15,10,153,7,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,250,48,50,171,0.0,128,29.0,88,10101,270,83047,7753,132,66,67,258,12122,41,458,70,12.0,420,30.0,5127,46,648,24.0,39,41,41,91,4.0,10.0,10.0,0.0,632,90,3.0,8.0,606,4.0,451,277,1968,0.0,27,39.0,194,75,43.0,281,111,487,3114,7360,131,151,107,63644,137869,94031,2023-03-04,100,8,3,76,0.0,56,16.0,22,7181,153,59567,6051,29,12,16,60,10055,3,256,5,2.0,100,4.0,3852,1,292,1.0,0,9,0,52,0.0,0.0,7.0,0.0,381,34,1.0,0.0,371,2.0,170,172,872,0.0,5,2.0,74,23,2.0,209,38,240,739,2601,59,40,6,8.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,69,15,12,28,0.0,39,5.0,18,640,60,17672,5861,33,18,14,16,2281,9,8,101,12.0,113,13.0,17841,14,83,5.0,7,14,9,7,1.0,0.0,0.0,0.0,207,14,0.0,0.0,268,0.0,231,130,685,0.0,15,12.0,40,8,6.0,15,8,153,2165,1720,15,157,36,22951,50904,35624,2023-05-13,41,0,0,8,0.0,16,0.0,2,444,17,11547,5140,1,4,2,2,1934,0,3,79,8.0,25,5.0,14667,0,16,0.0,0,0,0,0,0.0,0.0,0.0,0.0,103,2,0.0,0.0,196,0.0,134,91,123,0.0,2,0.0,12,0,0.0,1,0,26,51,837,0,81,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,162,38,68,105,1.0,102,18.0,87,3996,155,28372,1989,369,38,57,174,2430,47,246,77,16.0,285,26.0,1893,64,340,23.0,30,101,27,42,11.0,17.0,3.0,8.0,247,38,0.0,11.0,374,3.0,446,99,1227,4.0,43,30.0,102,79,33.0,73,96,266,2485,5359,131,89,111,21891,52769,603,2023-02-14,0,0,0,1,0.0,9,0.0,0,10,0,238,10,109,0,0,0,3,0,1,0,0.0,0,0.0,3,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,1,0.0,0,0.0,0,0,0.0,0,0,0,1,208,0,0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
